taxon,justification,threats,status,criteria,pop_trend,RangeSize,PopulationSize,NumberOfSubpopulations,GrowthForms,SensitiveGrowthForm,GenusCollected,SpeciesCollectionThreat,PurposeMedicine,PurposeHorticulture,PurposeFood,PurposeFuel,PurposeMaterials,include
Haworthia floribunda Poelln. var. floribunda,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia floribunda Poelln. var. major M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia herbacea (Mill.) Stearn,"LVS: block all species
AGR: Agree",,DDT,,Decreasing,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia herbacea (Mill.) Stearn var. flaccida M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia herbacea (Mill.) Stearn var. herbacea,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia herbacea (Mill.) Stearn var. lupula M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia lockwoodii Archibald,"LVS: block all species
AGR: Agree",,VU,"A2acd; B1ab(iii,v)+2ab(iii,v)",Decreasing,632,<10000,7,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthia maculata (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,DDT,,Unknown,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia maculata (Poelln.) M.B.Bayer var. livida (M.B.Bayer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia maculata (Poelln.) M.B.Bayer var. maculata,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia marumiana Uitewaal,"LVS: block all species
AGR: Agree",,DDT,,Unknown,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia marumiana Uitewaal var. archeri (W.F.Barker ex M.B.Bayer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia marumiana Uitewaal var. batesiana (Uitewaal) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia marumiana Uitewaal var. dimorpha (M.B.Bayer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia marumiana Uitewaal var. marumiana,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia marumiana Uitewaal var. reddii (C.L.Scott) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia marumiana Uitewaal var. viridis M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia marxii Gildenhuys,"LVS: block all species
AGR: Agree",,DDT,,Unknown,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw.,"LVS: block all species
AGR: Agree",,DDT,,Unknown,,,,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. atrofusca (G.G.Sm.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. badia (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. beukmannii (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. consanguinea M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. heidelbergensis (G.G.Sm.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. magnifica (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. maraisii (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. meiringii (M.B.Bayer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. mirabilis,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. mundula (G.G.Sm.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. notabilis (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. paradoxa (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. scabra (M.B.Bayer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. splendens (S.A.Hammer & J.D.Venter) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. sublineata (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. toonensis (M.B.Bayer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mirabilis (Haw.) Haw. var. triebneriana (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia monticola Fourc.,"LVS: block all species
AGR: Agree",,DDT,,Unknown,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia monticola Fourc. var. asema M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia monticola Fourc. var. monticola,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mucronata Haw.,"LVS: block all species
AGR: Agree",,DDT,,Unknown,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mucronata Haw. var. habdomadis (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mucronata Haw. var. inconfluens (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mucronata Haw. var. morrisiae (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mucronata Haw. var. mucronata,"LVS: block all species
AGR: Agree",,NE,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mucronata Haw. var. rycroftiana (M.B.Bayer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia mutica Haw.,"LVS: block all species
AGR: Agree",,DDT,,Decreasing,<2144,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia nortieri G.G.Sm.,"LVS: block all species
AGR: Agree",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthia nortieri G.G.Sm. var. albispina (M.Hayashi) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia nortieri G.G.Sm. var. devriesii (Breuer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia nortieri G.G.Sm. var. globosiflora (G.G.Sm.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia nortieri G.G.Sm. var. nortieri,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia nortieri G.G.Sm. var. pehlemanniae (C.L.Scott) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia outeniquensis M.B.Bayer,"LVS: block all species
AGR: Agree",,VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,136,,42541,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthia parksiana Poelln.,"LVS: block all species
AGR: Agree",,CR,A2acd,Decreasing,35,<1000,4,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthia pubescens M.B.Bayer,"LVS: block all species
AGR: Agree",,CR,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,<10,,1,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthia pulchella M.B.Bayer,"LVS: block all species
AGR: Agree",,DDT,,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia pulchella M.B.Bayer var. globifera M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia pulchella M.B.Bayer var. pulchella,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia pygmaea Poelln.,"LVS: block all species
AGR: Agree",,DDT,,Decreasing,,,,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthia pygmaea Poelln. var. acuminata (M.B.Bayer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia pygmaea Poelln. var. argenteo-maculosa (G.G.Sm.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia pygmaea Poelln. var. dekenahii (G.G.Sm.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia pygmaea Poelln. var. esterhuizenii (M.Hayashi) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia pygmaea Poelln. var. fusca (Breuer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia pygmaea Poelln. var. pygmaea,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia reticulata (Haw.) Haw.,"LVS: block all species
AGR: Agree",,DDT,,Unknown,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia reticulata (Haw.) Haw. var. attenuata M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia reticulata (Haw.) Haw. var. hurlingii (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia reticulata (Haw.) Haw. var. reticulata,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia reticulata (Haw.) Haw. var. subregularis (Baker) Pilbeam,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia retusa (L.) Duval,"LVS: block all species
AGR: Agree",,DDT,,Decreasing,460,,,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthia retusa (L.) Duval var. longibracteata (G.G.Sm.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia retusa (L.) Duval var. nigra (M.B.Bayer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia retusa (L.) Duval var. quimutica M.Hayashi,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia retusa (L.) Duval var. retusa,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia retusa (L.) Duval var. suberecta (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia retusa (L.) Duval var. turgida (Haw.) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia rossouwii Poelln.,"LVS: block all species
AGR: Agree",,DDT,,Unknown,,,,Herb;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthia rossouwii Poelln. var. calcarea (M.B.Bayer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia rossouwii Poelln. var. elizeae (Breuer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia rossouwii Poelln. var. minor (M.B.Bayer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia rossouwii Poelln. var. petrophila (M.B.Bayer) M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia rossouwii Poelln. var. rossouwii,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia semiviva (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,LC,,Stable,8493,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia springbokvlakensis C.L.Scott,"LVS: block all species
AGR: Agree",,EN,B1ab(iii)+2ab(iii),Decreasing,<200,,,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthia transiens (Poelln.) M.B.Bayer,"LVS: block all species
AGR: Agree",,DDT,,Unknown,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia truncata Schanland,"LVS: block all species
AGR: Agree",,VU,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Decreasing,769,,,Herb;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthia truncata Schanland var. maughanii (Poelln.) B.Fearn,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia truncata Schanland var. truncata,"LVS: block all species
AGR: Agree",,NE,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia variegata L.Bolus,"LVS: block all species
AGR: Agree",,DDT,,Unknown,,,,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthia variegata L.Bolus var. hemicrypta M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia variegata L.Bolus var. modesta M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia variegata L.Bolus var. variegata,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia vlokii M.B.Bayer,"LVS: block all species
AGR: Agree",,R,,Stable,73,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia wittebergensis W.F.Barker,"LVS: block all species
AGR: Agree",,R,,Stable,305,>10000,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia zantneriana Poelln.,"LVS: block all species
AGR: Agree",,LC,,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia zantneriana Poelln. var. minor M.B.Bayer,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthia zantneriana Poelln. var. zantneriana,"LVS: block all species
AGR: Agree",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Haworthiopsis attenuata,,,VU,A2cd+4cd,Decreasing,19322,0,0,Succulent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1
Haworthiopsis bruynsii,,"Degradation of the habitat due to livestock grazing (ongoing threat; J. Vlok pers. obs. 2007).

The plants are well camouflaged and difficult to find (E. van Jaarsveld). There has been a decline in the past due to collectors, but this threat has decreas",EN,B1ab(iii)+2ab(iii),Decreasing,52,<10000,0,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Haworthiopsis limifolia,,"The main threats to Haworthias are: a) medicinal plant harvesting, and b) collection of mature individuals from the wild by succulent collectors. While var. limifolia is the only one of the varieties to have been observed and positively identified in the ",VU,A2d,Decreasing,29200,0,0,Herb;Succulent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1
Hoodia alstonii (N.E.Br.) Plowes,LVS: maybe block all species - this may be taken off in the near future.,,LC,,,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Hoodia currorii (Hook.) Decne. subsp. lugardii (N.E.Br.) Bruyns,LVS: maybe block all species - this may be taken off in the near future.,,LC,,,>20000,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Hoodia dregei N.E.Br.,LVS: maybe block all species - this may be taken off in the near future.,,VU,D2,Stable,<2000,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Hoodia flava (N.E.Br.) Plowes,LVS: maybe block all species - this may be taken off in the near future.,,LC,,,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Hoodia gordonii (Masson) Sweet ex Decne.,"JEV: The market for this species is dead, and it is no longer threatened by harvesting. It is probably now LC. Can definitely remove this from the list.
LVS: Agree, remove.",This species has undergone severe decline since 2001 as a result of harvesting for its appetite suppresant properties. International and national demand was particularily high in between 2004 and 2006. At this time the price range between R500 and R1200 p,DDD,,Unknown,850000,,,Shrub;Succulent,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
Hoodia grandis (N.E.Br.) Plowes,LVS: maybe block all species - this may be taken off in the near future.,,LC,,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Hoodia officinalis (N.E.Br.) Plowes subsp. officinalis,LVS: maybe block all species - this may be taken off in the near future.,,NT,B1ab(v),Decreasing,15000,,,Shrub;Succulent,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
Hoodia pilifera (L.f.) Plowes subsp. annulata (N.E.Br.) Bruyns,LVS: maybe block all species - this may be taken off in the near future.,,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Hoodia pilifera (L.f.) Plowes subsp. pilifera,LVS: maybe block all species - this may be taken off in the near future.,,NT,"B1ab(iii,v)",Decreasing,15700,,,Shrub;Succulent,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
Isoetes stephansiniae,"JEV: Is this really threatened by collectors?
AGR: OOPS: I missed this one: Thanks Janine.  I cannot believe anyone would be interested in this plant for any reason on earth other than that they were conservationists.  This plant has zero horticultural appeal.  REMOVE
LVS: I don't know who put that threat on. A google of this name gives a total of 30 hits (Euphorbias and Haworthias give at least 30 000)! I really don't think anyone is interested in this plant which looks like grass and is dormant half the time. I am correcting the data in the database.","Collectors

The granite outcrop here was blasted in the late 60's early 70's. The blasting was stopped but the major threat here is that local care takers will use the rockery because it is very close to their offices.

Sewerage farm site,  municipal ",,,,,,,,,,,,,,,,0
Knowltonia bracteata,,"Knowltonia is a forest herb and the entire plant is used and harvested. Cunningham (1988) estimated that 144 bags (50kg-size) were sold annually in the KwaZulu-Natal markets between 54 herb-traders. Given the size of the plant, this is a very high quantit",,,,,,,,,,,,,,,,0
Lachenalia viridiflora,,Bulb collectors and housing developments are threats on the West Coast.,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Decreasing,13,<1500,2,Geophyte,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Lithops aucampiae L.Bolus subsp. aucampiae,,,LC,,Stable,<20000,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops aucampiae L.Bolus subsp. euniceae (de Boer) D.T.Cole,,,VU,D2,Stable,<100,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops bromfieldii L.Bolus,,,LC,,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops coleorum S.A.Hammer & Uijs,,,VU,D1+2,Stable,<1,400-500,1,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops comptonii L.Bolus,,,LC,,Stable,8000,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops dinteri Schwantes subsp. frederici (D.T.Cole) D.T.Cole,,,VU,D2,Stable,<20,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops divergens L.Bolus,,,NT,D2,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops dorotheae Nel,,Was extensively exploited some years ago.,EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,25,,<5,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Lithops fulviceps (N.E.Br.) N.E.Br.,,,LC,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops geyeri Nel,,,R,,Stable,728,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops hallii de Boer,,,LC,,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops helmutii L.Bolus,,,VU,D2,Stable,<20,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops herrei L.Bolus,,,LC,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops hookeri (A.Berger) Schwantes,,,LC,,Stable,<12000,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
